New,GGGGG,جديدات,NNNNNNNN
Following,GGGGG,متابعة,NNNNNNNN
Online,GGGGG,متّصلة,NNNNNNNN
Busy,GGGGG,مشغولة,NNNNNNNN
Offline,GGGGG,غير متصلة,NNNNNNNN
Share,GGGGG,شارِك,NNNNNNNN
This host is offline. Chat with other online hosts.,GGGGG,المضيفة غير متوفرة حاليا،اطلع على أخرين.,NNNNNNNN
The host is busy now. Try to leave her a message.,GGGGG,المضيفة مشغولة حاليا. اترك رسالة لها.,NNNNNNNN
Global,GGGGG,عالمية,NNNNNNNN
EU & NA,GGGGG,EU & NA,NNNNNNNN
Latin,GGGGG,لاتينية,NNNNNNNN
MENA,GGGGG,MENA,NNNNNNNN
Asia,GGGGG,آسيوية,NNNNNNNN
E-Europe,GGGGG,شرق اوروبا,NNNNNNNN
About me,GGGGG,عني,NNNNNNNN
Impression,GGGGG,انطباع,NNNNNNNN
%ld coins/min,GGGGG,كوينز/ دقيقة %ld,NNNNNNNN
coins/min,GGGGG,كوينز لكل دقيقة,NNNNNNNN
%ld followers,GGGGG,متابع %ld,NNNNNNNN
followers: %ld ,GGGGG,عدد المبايعين:%ld ,NNNNNNNN
%ld Likes,GGGGG, لايك %ld,NNNNNNNN
%ld Dislikes,GGGGG, ديسلايك %ld,NNNNNNNN
Likes,GGGGG,لايك,NNNNNNNN
Dislikes,GGGGG,ديسلايك,NNNNNNNN
Positive Tags,GGGGG,العلامات الإيجابية,NNNNNNNN
Negative Tags,GGGGG,العلامات السلبية,NNNNNNNN
Pretty Look,GGGGG,حسَنُ المنظر,NNNNNNNN
Good Attitude,GGGGG,موقف جيد,NNNNNNNN
Talkative,GGGGG,يطلع كثير الكلام,NNNNNNNN
Satisfying,GGGGG,مرضية,NNNNNNNN
Attractive Voice,GGGGG,صوت جذاب,NNNNNNNN
Nice Figure,GGGGG, جسم مذهل,NNNNNNNN
Glitches,GGGGG,خلل تقني,NNNNNNNN
Bad Conditions,GGGGG,شبكة الإنترنت ضعيفة,NNNNNNNN
Negative Attitude,GGGGG,موقف العمل السلبي,NNNNNNNN
Fake Photos,GGGGG,صور مزورة,NNNNNNNN
Over-retouched Photos,GGGGG, المبالغة في تعديل الصور,NNNNNNNN
Others,GGGGG,اسباب أخرى,NNNNNNNN
Submit,GGGGG,قدّم,NNNNNNNN
Welcome to my world! I look forward to chilling out with you.,GGGGG,مرحبا بك! هل تريد الاستمتاع بأوقات ممتعة معي؟,NNNNNNNN
Hope I can brighten up your day.,GGGGG,اتمنى ان أضيء يومك.,NNNNNNNN
ID,GGGGG,أيدي,NNNNNNNN
Verified,GGGGG,مصدّق عليها,NNNNNNNN
Call Now,GGGGG,اتصل الآن,NNNNNNNN
Private,GGGGG,,NNNNNNNN
Private call,GGGGG,,NNNNNNNN
Call,GGGGG,,NNNNNNNN
More,GGGGG,المزيد,NNNNNNNN
Back,GGGGG,العودة,NNNNNNNN
Report,GGGGG,إبلاغ,NNNNNNNN
Report Successfully,GGGGG,تم الإبلاغ بنجاح,NNNNNNNN
 Failed to report,GGGGG,فشل في الإبلاغ,NNNNNNNN
Block,GGGGG,أحظر,NNNNNNNN
Unblock,GGGGG,إلغاء الحظر,NNNNNNNN
Failed to unblock,GGGGG,فشل في رفع الحظر,NNNNNNNN
Block Successfully,GGGGG,تم الحظر بنجاح,NNNNNNNN
Unblock Successfully,GGGGG,تم الغاء الحظر بنجاح,NNNNNNNN
 Failed to block,GGGGG,فشل في الحظر,NNNNNNNN
Followed,GGGGG,تمت المتابعة,NNNNNNNN
Unfollowed,GGGGG,تم إلغاء المتابعة  بنجاح,NNNNNNNN
This host is offline. Chat with other online hosts.,GGGGG,المضيفة غير متوفرة حاليا،اطلع على أخرين.,NNNNNNNN
Failed to call. Please try again later.,GGGGG,لقد فشل الاتصال. الرجاء معاودة المحاولة في وقت لاحق.,NNNNNNNN
The host is busy now. Try to leave her a message.,GGGGG,المضيفة مشغولة حاليا. اترك رسالة لها.,NNNNNNNN
You have been blocked by the host or she is in your blacklist.,GGGGG,انت محظور بالمضيفة او حظرتها.,NNNNNNNN
You don't have enough coins. Recharge to enjoy more.,GGGGG,ليس لديك كوينزات كافية. اشحن واستمتع أكثر.,NNNNNNNN
Insufficient Coins,GGGGG,عملات غير كافية,NNNNNNNN
Reason,GGGGG,سبب,NNNNNNNN
Tips,GGGGG,ملاحظات,NNNNNNNN
Connecting...,GGGGG,جاري الاتصال...,NNNNNNNN
All your privacy is protected!,GGGGG,كل خصوصيتك محمية هنا.,NNNNNNNN
Have a good time!,GGGGG,استمتع بوقتك!,NNNNNNNN
You may also like...,GGGGG,ألق نظرة على مضيفات رائعات أخرى,NNNNNNNN
Gifts,GGGGG,هدايا,NNNNNNNN
%ld% extra coins,GGGGG,كوينز اضافي %ld%,NNNNNNNN
Extra Coins,GGGGG,كوينز اضافي,NNNNNNNN
Recharge,GGGGG,شحن,NNNNNNNN
Confirm,GGGGG,تأكد,NNNNNNNN
Hunting,GGGGG,مطابقة عشوائية,NNNNNNNN
"No, thanks",GGGGG,لا،وشكرا,NNNNNNNN
SAVE %ld%,GGGGG,%ld% وفّر ,NNNNNNNN
One-time discount,GGGGG,خصم لمرة واحدة,NNNNNNNN
Call me again,GGGGG,اتصل بي مرة اخرى,NNNNNNNN
Call ended,GGGGG,انتهت المكالمة,NNNNNNNN
How do you feel about this call?,GGGGG,ما رأيك في هذه المكالمة؟,NNNNNNNN
Like,GGGGG,لايك,NNNNNNNN
Dislike,GGGGG,ديسلايك,NNNNNNNN
Slide left to access pure mode,GGGGG,مرّر لليسار لدخول وضعية النقاء,NNNNNNNN
Slide right to access pure mode,GGGGG,مرّر لليمين لدخول وضعية النقاء,NNNNNNNN
Camera off,GGGGG,الماميرا مطفأ,NNNNNNNN
Are you sure you want to leave?,GGGGG,هل أنت متأكد من خروج؟,NNNNNNNN
Leave,GGGGG,خروج ,NNNNNNNN
Cancel,GGGGG,الغاء,NNNNNNNN
Say something,GGGGG,تحية لها,NNNNNNNN
Say hi…,GGGGG,تحية لها,NNNNNNNN
Messages,GGGGG,رسائل,NNNNNNNN
Message,GGGGG,رسالة,NNNNNNNN
Calls,GGGGG,مكالمات,NNNNNNNN
Call,GGGGG,مكالمة,NNNNNNNN
Missed,GGGGG,فائتة,NNNNNNNN
Refused,GGGGG,مرفوضة,NNNNNNNN
Outgoing,GGGGG,صادرة,NNNNNNNN
Incoming,GGGGG,واردة,NNNNNNNN
Outgoing %ld min,GGGGG,صادرة %ld دقيقة,NNNNNNNN
Outgoing %ld mins,GGGGG,صادرة %ld دقائق,NNNNNNNN
Incoming %ld min,GGGGG,واردة %ld دقيقة,NNNNNNNN
Incoming %ld mins,GGGGG,واردة %ld دقائق,NNNNNNNN
mins,GGGGG,دقائق,NNNNNNNN
min,GGGGG,دقيقة,NNNNNNNN
No strangers’ message,GGGGG,لا توجد رسالة غريب,NNNNNNNN
Me,GGGGG,أنا,NNNNNNNN
Turn off screen recording,GGGGG,اوقف تسجيل الشاشة,NNNNNNNN
Turn off screen recording to close the pop-up window.,GGGGG,قم بإيقاف  تسجيل الشاشة لإغلاق اشعار الحذار. ,NNNNNNNN
"Sorry, the host is not available now…",GGGGG,عذرا، المضيفة غير متوفرة الآن...,NNNNNNNN
,GGGGG,,NNNNNNNN
You may also like…,GGGGG,ألق نظرة على مضيفات رائعة أخرى,NNNNNNNN
The call will end in 180 seconds. Please recharge as soon as possible.,GGGGG,ستنتهي هذه المكالمة بعد 180 ثانية. الرجاء إعادة الشحن في أقرب وقت ممكن.,NNNNNNNN
Recharge to continue this fabulous experience.,GGGGG, اشحن لمواصلة هذه التجربة الرائعة,NNNNNNNN
Wanna see me again? Just call me baby!,GGGGG, اتصل بي حبيبي اذا تريد رؤيتي مرة اخرى!,NNNNNNNN
You don't have enough coins. Recharge to enjoy more.,GGGGG,ليس لديك كوينزات كافية. اشحن واستمتع أكثر.,NNNNNNNN
The host hung up the call,GGGGG,المضيفة أنهت المكالمة,NNNNNNNN
The user hung up,GGGGG,المضيفة اغلقت الخط,NNNNNNNN
The call ended because the user didn't recharge,GGGGG,انتهت المكالمة بسبب عدم شحن الداعم,NNNNNNNN
You don't have enough coins to continue,GGGGG,ليس لديك كوينزات كافية,NNNNNNNN
 User network error,GGGGG,خطأ في شبكة انترنت الداعم,NNNNNNNN
"Network error, reconnecting...",GGGGG, ...خطأ في شبكة الانترنت، جاري إعادة الاتصال,NNNNNNNN
No connections,GGGGG,لا اتصلات,NNNNNNNN
Host network error,GGGGG,خطأ في شبكة انترنت المضيفة,NNNNNNNN
Cannot connect to the server. Please try again later.,GGGGG,خطأ في الاتصال بخادم،يرجى المحاولة مرة اخرى لاحقا.,NNNNNNNN
Call Ended,GGGGG,انتهت المكالمة,NNNNNNNN
Private call is closed,GGGGG,مكالمة خاصة غير متاحة,NNNNNNNN
This call will end in %ld seconds. Please recharge as soon as you can.,GGGGG,ستنتهي هذه المكالمة بعد %ld  ثانية،اشحث في اسرع وقت ممكن,NNNNNNNN
How do you feel about this call?,GGGGG,ما رأيك في هذه المكالمة؟,NNNNNNNN
Call me again,GGGGG,اتصل بي مرة اخرى,NNNNNNNN
Calling you…,GGGGG,جاري اتصال بك,NNNNNNNN
Calling...,GGGGG,جاري الاتصال,NNNNNNNN
Blur,GGGGG,ضباب,NNNNNNNN
Wanna see me again？Call me baby！,GGGGG,اتصل بي مرة اخرى لترى المزيد,NNNNNNNN
Countdown: %lds,GGGGG,العد التنازلي:%ld ثانية,NNNNNNNN
Recharge to continue the fabulous experience.,GGGGG,أعد الشحن لمواصلة هذه التجربة الرائعة.,NNNNNNNN
One-time discount,GGGGG,خصم لمرة واحدة,NNNNNNNN
Leaderboard,GGGGG,جدول الترتيب,NNNNNNNN
Follow,GGGGG,تابِع,NNNNNNNN
Followed,GGGGG, متابَعة,NNNNNNNN
Failed to follow,GGGGG, فشلت المتابعة,NNNNNNNN
Failed to Unfollow,GGGGG,فشل الغاء المتابعة,NNNNNNNN
Daily,GGGGG,يومياً,NNNNNNNN
Weekly,GGGGG,أسبوعيا,NNNNNNNN
Hottest,GGGGG,مشهورة,NNNNNNNN
Popular,GGGGG,مشهورة,NNNNNNNN
Deluxe,GGGGG,كرام,NNNNNNNN
Intimacy,GGGGG,عشاق,NNNNNNNN
You are Top1,GGGGG,انت في مركز اول,NNNNNNNN
Your Rank: %ld,GGGGG,ترتيبك:%ld,NNNNNNNN
Your Rank: %ld+,GGGGG,ترتيبك:30+,NNNNNNNN
My Account,GGGGG,حسابي,NNNNNNNN
Consumption Record,GGGGG,سجل الاستهلاك,NNNNNNNN
No Record,GGGGG,لا سجل,NNNNNNNN
Log in,GGGGG,سجّل الدخول,NNNNNNNN
Sign up,GGGGG,سجل حساب جديد,NNNNNNNN
Bind your email,GGGGG,ربط البريد الالكتروني,NNNNNNNN
Available Coins,GGGGG,رصيد,NNNNNNNN
Remove,GGGGG,إزالة,NNNNNNNN
Blacklist,GGGGG,قائمة الحظر,NNNNNNNN
Account,GGGGG,حساب,NNNNNNNN
Delete Account,GGGGG,حذف حساب,NNNNNNNN
Feedback,GGGGG,ردود الافعال,NNNNNNNN
Terms of Service,GGGGG,شروط الخدمة,NNNNNNNN
Privacy Policy,GGGGG,سياسة الخصوصية,NNNNNNNN
Contact us,GGGGG,تواصل معنا,NNNNNNNN
Followed hosts online notification,GGGGG,ستتلقى إشعار عندما تكون المضيفات التي تتابعهم متصلين,NNNNNNNN
Rate Us in App Store,GGGGG,قيّمنا في متجر آب ستور,NNNNNNNN
Your opinion matters to us,GGGGG,رأيك مهم لنا,NNNNNNNN
Please tell us what could we improve. We value your feedback.,GGGGG,ساعِدنا على تحسين التطبيق ونهتم بردود افعالكم,NNNNNNNN
Submit,GGGGG,قدّم,NNNNNNNN
Clear Cache,GGGGG,مسح ذاكرة التخزين المؤقت,NNNNNNNN
Settings,GGGGG,إعدادات,NNNNNNNN
Language,GGGGG,لغة,NNNNNNNN
Sign out,GGGGG,تسجيل الخروج,NNNNNNNN
Are you sure you want to sign out?,GGGGG,متأكدة من تسجيل الخروج؟,NNNNNNNN
Start now,GGGGG,ابدأ الان,NNNNNNNN
Edit,GGGGG,تعديل,NNNNNNNN
Save,GGGGG,حفظ,NNNNNNNN
Save success,GGGGG,تم بنجاح,NNNNNNNN
Preview,GGGGG,معاينة,NNNNNNNN
Set as cover,GGGGG,استعملها كغلاف,NNNNNNNN
Album,GGGGG,صور,NNNNNNNN
Take a photo,GGGGG,التقط صورة,NNNNNNNN
Upload failed,GGGGG,فشل التحميل,NNNNNNNN
Followers,GGGGG,المتابعين ,NNNNNNNN
Following,GGGGG,متابعة ,NNNNNNNN
Are you sure you want to delete your account?,GGGGG,هل أنت متأكد من حذف حسابك؟,NNNNNNNN
Cancel,GGGGG,إلغاء,NNNNNNNN
Delete,GGGGG,إحذف,NNNNNNNN
Yes,GGGGG,تأكد,NNNNNNNN
No,GGGGG,لا,NNNNNNNN
Block Strangers' Messages,GGGGG,حظر رسائل الغرباء,NNNNNNNN
Strangers,GGGGG,غرباء,NNNNNNNN
minutes,GGGGG,دقائق,NNNNNNNN
minute,GGGGG,دقيقة,NNNNNNNN
Call time %ld mins,GGGGG,وقت المكالمة %ld دقيقة,NNNNNNNN
Call time %ld mins,GGGGG,وقت المكالمة %ld دقيقة,NNNNNNNN
Call time %ld min,GGGGG,وقت المكالمة %ld دقيقة,NNNNNNNN
Private call via Live,GGGGG,اتصال خاص من العرض المباشر,NNNNNNNN
Private call via Multi-beam,GGGGG,مكالمة خاصة من ملتيبيم,NNNNNNNN
Live,GGGGG,بث,NNNNNNNN
Multi-beam,GGGGG,ملتيبيم,NNNNNNNN
Apple,GGGGG,无需,NNNNNNNN
Credit Card,GGGGG,无需,NNNNNNNN
Mada,GGGGG,无需,NNNNNNNN
Knet,GGGGG,无需,NNNNNNNN
PayPal,GGGGG,PayPal,NNNNNNNN
One-time discount,GGGGG,خصم لمرة واحدة,NNNNNNNN
"The coins your purchased last time have been added to your account, please check.",GGGGG,لقد تم ارسال الكوينز الذي اشتريته الى  حسابك.,NNNNNNNN
"Recharge successfully. Please restart the app and check. If you haven't received the coins yet, please contact us.",GGGGG,تم الشحن بنجاح. شغّل التطبيق من جديد وتحقق من رصيدك . إذا لم تستلم الكوينز بعد ، اتصل بنا  في ’ الإعدادات‘.,NNNNNNNN
"Recharge successfully, please check your coins.",GGGGG,تم شحن بنجاح، تحقق من رصيدك.,NNNNNNNN
"Purchase successfully! There is a delay in the receipt of the coins, please pay attention to check!",GGGGG,تم شراء بنجاح! قد يتأخر استلام الكوينزات قليلا، يرجى اطلاع على رصيدك !,NNNNNNNN
"Recharge error, coins might be delayed to get to your account. If you don't received the coins in 5 minutes, please contact us through the email.",GGGGG,خطأ في الشحن، قد يتأخر استلام الكوينزات قليلا، اتصل بنا اذا لم تستلم اي كوينز بعد خمس دقائق.,NNNNNNNN
Recharge failed,GGGGG,فشل,NNNNNNNN
Recharge error! Contact us if you don't receive the coins.,GGGGG,فشل الشحن، اتصل بنا اذا لم تسلتلم  كوينز.,NNNNNNNN
My Wallet,GGGGG,محفظة,NNNNNNNN
Wallet,GGGGG,,NNNNNNNN
Available Coins,GGGGG,رصيد,NNNNNNNN
Limited Time,GGGGG,عرض محدود,NNNNNNNN
Edit Profile ,GGGGG,حرّر البروفايل,NNNNNNNN
Profile,GGGGG,الملف الشخصي,NNNNNNNN
Edit profile successfully,GGGGG,تم تعديل الملف بنجاح,NNNNNNNN
Information,GGGGG, معلومات,NNNNNNNN
Basic Information,GGGGG,معلومات اساسية,NNNNNNNN
Nickname (within 14 characters),GGGGG,اللقب（ضمن 14 حرفًا）,NNNNNNNN
What's your name? ,GGGGG,ما اسمك؟,NNNNNNNN
Nickname,GGGGG,لقب لقب,NNNNNNNN
Nickname can not be empty,GGGGG,لا يمكن ان يكون اسمك المستعار فارغا,NNNNNNNN
within 14 characters,GGGGG,（ضمن 14 حرفًا）,NNNNNNNN
What's your age?,GGGGG,كم عمرك؟,NNNNNNNN
Age,GGGGG,العمر,NNNNNNNN
Change nickname,GGGGG,اللقب,NNNNNNNN
About me (within 120 characters),GGGGG,عن （ضمن 120 حرفًا）,NNNNNNNN
Enter your nickname,GGGGG,اكتب اسمك,NNNNNNNN
Profile photos (maximum 7 pics),GGGGG,(صورك(لا تتجاوز 7 صور,NNNNNNNN
Done,GGGGG,انتهى,NNNNNNNN
A maximum of 7 photos is permitted for upload,GGGGG,يمكنك تحميل 7 صور على الاكثر,NNNNNNNN
10 Messages,GGGGG,10 رسالة,NNNNNNNN
Sent %@,GGGGG,أرسل %@,NNNNNNNN
7 Days,GGGGG,7 أيام,NNNNNNNN
Store,GGGGG,متجر,NNNNNNNN
My bag,GGGGG,حقيبتي,NNNNNNNN
Enter Effect,GGGGG,تأثير الدخول,NNNNNNNN
Store,GGGGG,متجر,NNNNNNNN
Legend,GGGGG,أسطوري,NNNNNNNN
Get,GGGGG,إشتري,NNNNNNNN
%@ / day,GGGGG,@% / يوم,NNNNNNNN
%@ day,GGGGG,@% يوم ,NNNNNNNN
%@ days,GGGGG,@% يوم ,NNNNNNNN
Quantity,GGGGG,عدد,NNNNNNNN
Automatically equip,GGGGG,التزويد اوتوماتيكيا,NNNNNNNN
Use,GGGGG,زوِّد,NNNNNNNN
Using,GGGGG,مزوَّد,NNNNNNNN
Renew,GGGGG,جدد,NNNNNNNN
Purchase successfully! Go equip it! ,GGGGG,تم شراء ينجاح!اذهب وزوِّده,NNNNNNNN
"Insufficient coins, please recharge",GGGGG,رصيدك لا يكفي،إشحن اولا,NNNNNNNN
"Oops, this item is removed from the store.",GGGGG,للأسف، هذا التأثير غير متوفر الآن.,NNNNNNNN
Removed,GGGGG,غير متوفر,NNNNNNNN
Expired,GGGGG,انتهى,NNNNNNNN
Enable,GGGGG,شغّل,NNNNNNNN
Enable notification,GGGGG,شغّل الاشارة,NNNNNNNN
You don't want to miss important messages.,GGGGG,لا تريد ان تفوتك رسائل مهمة,NNNNNNNN
The host you follow goes online,GGGGG,مضيفة متابعة متصلة,NNNNNNNN
The host you follow starts Live,GGGGG,مضيفة متابعة تبدأ البث,NNNNNNNN
Got a private message,GGGGG,وصلت راسالة خاصة جديدة,NNNNNNNN
Turn on notification,GGGGG,شغّل الاشعار,NNNNNNNN
Turn on,GGGGG,شغّل,NNNNNNNN
You’ve got a private message,GGGGG,وصلتك رسالة خاصة جديدة,NNNNNNNN
Now,GGGGG,الآن,NNNNNNNN
Each private message costs 2 coins,GGGGG,تدفع على كل رسالة خاصة 2 كوينز,NNNNNNNN
Type something...,GGGGG,اكتب هنا,NNNNNNNN
,GGGGG,,NNNNNNNN
Video,GGGGG,فيديو,NNNNNNNN
Voice,GGGGG,صوت,NNNNNNNN
Photo,GGGGG,صورة,NNNNNNNN
Link,GGGGG,رابط,NNNNNNNN
Chat,GGGGG,دردشة,NNNNNNNN
%f hours ago,GGGGG,قبل %f ساعات,NNNNNNNN
%f hour ago,GGGGG,قبل %f ساعة,NNNNNNNN
%f minutes ago,GGGGG,قبل %f دقيقة,NNNNNNNN
%dd ago,GGGGG,قبل %dd ايام,NNNNNNNN
%dh ago,GGGGG,قبل %dh ساعات,NNNNNNNN
%dm ago,GGGGG,قبل %dm دقائق,NNNNNNNN
Just now,GGGGG,قبل قليل,NNNNNNNN
Hold to record,GGGGG,اضغط باستمرار للتسجيل,NNNNNNNN
Release to send the voice message,GGGGG,حرّر يدك لارسال,NNNNNNNN
Release to send,GGGGG,حرر لارسال,NNNNNNNN
Swipe up to cancel,GGGGG,  مرر لأعلى للإلغاء,NNNNNNNN
"Recording failed, please try again.",GGGGG,فشك تسجيل، يرجى محاولة مرة اخرى,NNNNNNNN
No Messages,GGGGG,لا توجد رسالة,NNNNNNNN
Retry,GGGGG,حاول مرة اخرى,NNNNNNNN
Are you sure you want to delete this message?,GGGGG,متاكد من حذف هذه الرسالة؟,NNNNNNNN
All,GGGGG,كل شيء,NNNNNNNN
Are you sure you want to delete these messages?,GGGGG,متأكد من حذف هذه الرسائل؟,NNNNNNNN
,GGGGG,,NNNNNNNN
Translation turned on,GGGGG,تم تشغيل الترجمة,NNNNNNNN
Translation turned off,GGGGG,تم إيقاف الترجمة,NNNNNNNN
"Translation failed, please try again later.",GGGGG,فشل الترجمة ، يرجى محاولة لاحقا,NNNNNNNN
Auto,GGGGG,اوتوماتيكي,NNNNNNNN
Strangers,GGGGG,غرباء,NNNNNNNN
No strangers’ message,GGGGG,لا توجد رسالة من غريب,NNNNNNNN
Block Strangers’ Messages,GGGGG,حظر رسائل الغرباء,NNNNNNNN
January,GGGGG,يناير,NNNNNNNN
February,GGGGG,فبراير,NNNNNNNN
March,GGGGG,مارس,NNNNNNNN
April,GGGGG,أبريل,NNNNNNNN
May,GGGGG,ماي,NNNNNNNN
June,GGGGG,يونيو,NNNNNNNN
July,GGGGG,يوليوز,NNNNNNNN
August,GGGGG,غشت,NNNNNNNN
September,GGGGG,سبتمبر,NNNNNNNN
October,GGGGG,أكتوبر,NNNNNNNN
November,GGGGG,نونبر,NNNNNNNN
December,GGGGG,دجنبر,NNNNNNNN
Sunday,GGGGG,الأحد,NNNNNNNN
Monday,GGGGG,الاثنين,NNNNNNNN
Tuesday,GGGGG,الثلاثاء,NNNNNNNN
Wednesday,GGGGG,الاربعاء,NNNNNNNN
Thursday,GGGGG,الخميس,NNNNNNNN
Friday,GGGGG,الجمعة,NNNNNNNN
Saturday,GGGGG,السبت,NNNNNNNN
Yesterday,GGGGG,البارحة,NNNNNNNN
Now,GGGGG,الآن,NNNNNNNN
Submit,GGGGG,قدّم,NNNNNNNN
 No longer display,GGGGG,لا تظهر مرة اخرى,NNNNNNNN
"Network error, reconnecting",GGGGG,خطأ في الشبكة ، جاري إعادة الاتصال,NNNNNNNN
Please check your network,GGGGG,ارجوك تحقق من شبكة الانترنت.,NNNNNNNN
You got a private message,GGGGG,لقد استلمت رسالة خاصة,NNNNNNNN
Please ensure that the message field is not left empty,GGGGG,لا تُسمح رسالة فارغة,NNNNNNNN
Activity,GGGGG,اشعارات,NNNNNNNN
Welcome to,GGGGG,مرحبا بك في,NNNNNNNN
Welcome to %@！,GGGGG,مرحبا بك في %@!,NNNNNNNN
Event Details,GGGGG,تفاصيل الحدث,NNNNNNNN
Details,GGGGG,تفاصيل,NNNNNNNN
Reset,GGGGG,اعادة الضبط,NNNNNNNN
Maybe Later,GGGGG,ربما لاحقاً,NNNNNNNN
Later,GGGGG,لاحقا,NNNNNNNN
Continue,GGGGG,واصِل,NNNNNNNN
Error,GGGGG,خطأ,NNNNNNNN
Failed,GGGGG,فشل,NNNNNNNN
Alert,GGGGG,انذار,NNNNNNNN
Success,GGGGG,تم بنجاح,NNNNNNNN
Successful,GGGGG,ناجح,NNNNNNNN
Notification,GGGGG,اشعار,NNNNNNNN
Purchase successfully,GGGGG,تم الشراء بنجاح,NNNNNNNN
Failed to purchase ,GGGGG,فشل الشراء,NNNNNNNN
,GGGGG,,NNNNNNNN
Operation failed,GGGGG,فشل العملية,NNNNNNNN
